star_rating,word,count
3,overprice,1
3,overnights,1
3,overheats,1
3,outgas,1
3,outdoors,1
3,outcome,1
3,ounce,1
3,orange,1
3,opposite,1
3,operation,1
3,operates,1
3,operate,1
3,opening,1
3,oomph,1
3,onei,1
3,office,1
3,oem,1
3,odd,1
3,obsolescence,1
3,observation,1
3,objection,1
3,nut,1
3,nuance,1
3,nozzel,1
3,note,1
3,notch,1
3,noisey,1
3,nights,1
3,nicer,1
3,news,1
3,neighbor,1
3,needs,1
3,murder,1
3,multiple,1
3,multi,1
3,ms,1
3,mower,1
3,mouth,1
3,mood,1
3,monster,1
3,momentum,1
3,mollies,1
3,moisturizer,1
3,moisture,1
3,mohawk,1
3,mobility,1
3,mo,1
3,minus,1
3,miniature,1
3,midway,1
3,midair,1
3,mhd,1
3,mexico,1
3,metallic,1
3,menu,1
3,mediocre,1
3,mcdonald,1
3,matte,1
3,marketing,1
3,manufacturing,1
3,manuever,1
3,mane,1
3,makeup,1
3,maker,1
3,makeovers,1
3,magic,1
3,lure,1
3,lung,1
3,lunch,1
3,lukewarm,1
3,luke,1
3,luck,1
3,loudness,1
3,lotion,1
3,lord,1
3,looks,1
3,longer,1
3,log,1
3,lo,1
3,live,1
3,lit,1
3,liquid,1
3,limp,1
3,liking,1
3,lengthy,1
3,lemon,1
3,leg,1
3,leave,1
3,lead,1
3,lay,1
3,lawn,1
3,later,1
3,latch,1
3,lacks,1
3,l,1
3,kohls,1
3,knowledge,1
3,kmart,1
3,kid,1
3,kick,1
3,katiebabs,1
3,kate,1
3,junk,1
3,june,1
3,july,1
3,jul,1
3,joke,1
3,join,1
3,joanne,1
3,jiggle,1
3,jerdon,1
3,jam,1
3,istelf,1
3,island,1
3,ions,1
3,ionique,1
3,inverter,1
3,internet,1
3,internals,1
3,interest,1
3,instance,1
3,instal,1
3,infinti,1
3,industry,1
3,indicator,1
3,inconvenience,1
3,inches,1
3,inaccurate,1
3,impact,1
3,idk,1
3,hype,1
3,hurt,1
3,hunt,1
3,humm,1
3,humidity,1
3,housing,1
3,hottest,1
3,horrify,1
3,honesty,1
3,holy,1
3,hit,1
3,hip,1
3,hinge,1
3,hindsight,1
3,hijack,1
3,high,1
3,hholes,1
3,hets,1
3,hence,1
3,helpful,1
3,hello,1
3,hefty,1
3,heck,1
3,heaviness,1
3,heating,1
3,hearing,1
3,hear,1
3,healthier,1
3,hari,1
3,hangup,1
3,hangs,1
3,hanging,1
3,hanger,1
3,handy,1
3,handgrip,1
3,hana,1
3,hairstyle,1
3,hairdrier,1
3,hairbrush,1
3,guidlines,1
3,guide,1
3,guest,1
3,guard,1
3,guarantee,1
3,group,1
3,groomer,1
3,grommet,1
3,grill,1
3,green,1
3,greatness,1
3,graveyard,1
3,grate,1
3,grandson,1
3,grade,1
3,gotten,1
3,goddess,1
3,goal,1
3,glue,1
3,glory,1
3,glo,1
3,give,1
3,gfeat,1
3,gfci,1
3,gf,1
3,gay,1
3,garage,1
3,game,1
3,gain,1
3,fusion,1
3,fun,1
3,ft,1
3,frustration,1
3,frustrating,1
3,frizzies,1
3,friends,1
3,freshens,1
3,freshener,1
3,fragile,1
3,foundation,1
3,form,1
3,forgo,1
3,forget,1
3,forever,1
3,forefinger,1
3,focus,1
3,fly,1
3,flick,1
3,flexibility,1
3,flame,1
3,fits,1
3,fist,1
3,firm,1
3,fireworks,1
3,fhi,1
3,fee,1
3,fedex,1
3,feather,1
3,favorite,1
3,fauxhawks,1
3,fault,1
3,fathom,1
3,faster,1
3,fashion,1
3,fancy,1
3,fair,1
3,failure,1
3,factor,1
3,fabreze,1
3,f,1
3,exposure,1
3,expense,1
3,expections,1
3,exist,1
3,exhuberant,1
3,excuse,1
3,excess,1
3,exception,1
3,excelente,1
3,everytime,1
3,eventuall,1
3,event,1
3,error,1
3,erks,1
3,equipment,1
3,envision,1
3,environment,1
3,enought,1
3,england,1
3,engineer,1
3,engage,1
3,emit,1
3,emf,1
3,eliminate,1
3,electrocute,1
3,electricity,1
3,edit,1
3,eco,1
3,easter,1
3,ear,1
3,dyrer,1
3,dyer,1
3,durability,1
3,dups,1
3,dunno,1
3,duct,1
3,duaghter,1
3,drywall,1
3,drugstore,1
3,drug,1
3,droplet,1
3,dresser,1
3,dream,1
3,drat,1
3,dragon,1
3,dood,1
3,dollars,1
3,dogs,1
3,doesen,1
3,dissapointment,1
3,dislike,1
3,disk,1
3,disintegrate,1
3,discuss,1
3,discontinue,1
3,disappointing,1
3,difusser,1
3,difuser,1
3,difficulty,1
3,destination,1
3,der,1
3,depress,1
3,dentist,1
3,demand,1
3,delivers,1
3,delicate,1
3,degree,1
3,defection,1
3,deduct,1
3,decreases,1
3,decease,1
3,david,1
3,damp,1
3,dad,1
3,d167s,1
3,cycle,1
3,crush,1
3,crummy,1
3,crowd,1
3,criticism,1
3,crisply,1
3,crazy,1
3,cramp,1
3,couton,1
3,countertop,1
3,corner,1
3,cooler,1
3,controls,1
3,controller,1
3,contact,1
3,construction,1
3,consider,1
3,connectors,1
3,confuse,1
3,conditioner,1
3,condier,1
3,conclusion,1
3,concept,1
3,concentration,1
3,concentrater,1
3,concentrate,1
3,conairs,1
3,compartment,1
3,comparison,1
3,comfortable,1
3,comfort,1
3,colorado,1
3,collection,1
3,collect,1
3,collapse,1
3,coin,1
3,coffee,1
3,code,1
3,coconut,1
3,clutter,1
3,clunky,1
3,clue,1
3,clothes,1
3,clog,1
3,clock,1
3,clipper,1
3,clip,1
3,clamp,1
3,circumference,1
3,circulate,1
3,choosy,1
3,chicken,1
3,chew,1
3,chemical,1
3,charm,1
3,charger,1
3,chair,1
3,cavity,1
3,cater,1
3,cat,1
3,cash,1
3,careful,1
3,cant,1
3,california,1
3,cable,1
3,buying,1
3,buttons,1
3,butt,1
3,burst,1
3,bunch,1
3,bummer,1
3,bum,1
3,buildup,1
3,bug,1
3,bucket,1
3,broke,1
3,brittle,1
3,bristle,1
3,bring,1
3,brightness,1
3,breath,1
3,brain,1
3,boyfriend,1
3,boy,1
3,bouncy,1
3,bothersome,1
3,borrow,1
3,book,1
3,bomb,1
3,boiling,1
3,bode,1
3,blue,1
3,blows,1
3,blowing,1
3,blowdryers,1
3,block,1
3,blo,1
3,blink,1
3,blend,1
3,blaze,1
3,bite,1
3,bismol,1
3,bin,1
3,bhringraj,1
3,betwee,1
3,beth,1
3,bespoke,1
3,believe,1
3,belief,1
3,beginner,1
3,befor,1
3,bed,1
3,bearing,1
3,battery,1
3,basket,1
3,basic,1
3,bake,1
3,bait,1
3,backside,1
3,b000r80ztq,1
3,b000bbgs40,1
3,awesome,1
3,avoid,1
3,avail,1
3,automaticity,1
3,august,1
3,attribute,1
3,attachments,1
3,attachements,1
3,assume,1
3,aspect,1
3,ashley,1
3,asap,1
3,arthrogryposis,1
3,arrive,1
3,april,1
3,application,1
3,appendage,1
3,appear,1
3,anyhow,1
3,anybody,1
3,anticipate,1
3,anti,1
3,anotherfrom,1
3,annoyance,1
3,anniversary,1
3,andies,1
3,andel,1
3,amercans,1
3,altitude,1
3,alright,1
3,allen,1
3,airspeed,1
3,airline,1
3,agree,1
3,afterwards,1
3,aftermarket,1
3,afterburner,1
3,affair,1
3,advertising,1
3,advertisement,1
3,adult,1
3,adjustmentas,1
3,adjustability,1
3,adapt,1
3,activate,1
3,action,1
3,acid,1
3,ace,1
3,accord,1
3,accicent,1
3,ac2015c,1
3,absorb,1
